header,class,mechanism,group
gi|10566736|dbj|AB040994.1|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
Flq|QnrB59_1_JX259320|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB
Bla|SHV-5_4_AY386369|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
gi|14276852|gb|AF326355.1|betalactams|Class_A_betalactamases|GES,betalactams,Class A betalactamases,GES
CARD|pvgb|NC_017174|109609-110803|ARO:3003357|Clostridium|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,Elfamycins,EF-Tu inhibition,TUFAB
Flq|CP000768.1|gene728|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA
Bla|HERA-1|AF311385|1-873|873|betalactams|Class_A_betalactamases|HERA,betalactams,Class A betalactamases,HERA
Bla|SHV-78|FJ685658|1-861|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
CARD|phgb|FJ872411|41336-43445|ARO:3002971|vanTE|Glycopeptides|VanE-type_resistance_protein|VANTE,Glycopeptides,VanE-type resistance protein,VANTE
CARD|phgb|NC_002516.2|4904646-4907703|ARO:3003031|mexW|Multi-drug_resistance|Multi-drug_efflux_pumps|MEXW,Multi-drug resistance,Multi-drug efflux pumps,MEXW
Bla|OKP-B-11|AM051161|1-861|861|betalactams|Class_A_betalactamases|OKP,betalactams,Class A betalactamases,OKP
gi|407731526|gb|JX440353.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
gi|160369827|gb|EU188842.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
gi|121485910|gb|EF136376.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Tmt|DfrA19|AJ310778|7004-7573|570|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULI
Bla|TEM-60|AF047171|136-996|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
CARD|phgb|Z50108|238-1768|ARO:3003026|fusH|Fusidic_acid|Fusidic_acid_esterases|FUSH,Fusidic acid,Fusidic acid esterases,FUSH
CARD|phgb|AY847148|8-884|ARO:3001933|CTX-M-72|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Tet|tetB_3_AP000342|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETB,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETB
gi|401871160|gb|JX121118.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Bla|OXA-60|AY664505|1-816|816|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Rif|NC_010400.5987325|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,Rifampin,Rifampin-resistant beta-subunit of RNA polymerase RpoB,RPOB
930|X57730.1|X57730|Trimethoprim|Dihydrofolate_reductase|DHFRIX|RequiresSNPConfirmation,Trimethoprim,Dihydrofolate reductase,DHFRIX
gi|591542809|gb|KJ207201.1|betalactams|Class_C_betalactamases|DHA,betalactams,Class C betalactamases,DHA
MLS|ermT_4_AJ488494|MLS|23S_rRNA_methyltransferases|ERMT,MLS,23S rRNA methyltransferases,ERMT
Bla|OKP-A-9|AM051148|1-861|861|betalactams|Class_A_betalactamases|OKP,betalactams,Class A betalactamases,OKP
AGly|AY00784.1|gene2|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
Bla|TEM-138|AY853593|215-1075|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
gi|388564851|gb|JQ733577.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
AGly|strA_2_M28829|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
Flq|QnrD|FJ228229|554-1198|645|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRD,Fluoroquinolones,Quinolone resistance protein Qnr,QNRD
Bla|CTX-M-117|JN227085|1-876|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Sul|sul1_23_AJ621187|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULI
Gly|VanS-C_3_EU151752|Glycopeptides|VanC-type_regulator|VANSC,Glycopeptides,VanC-type regulator,VANSC
Bla|OXA-215_1_JN861783|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Tet|tetW_1_DQ060146|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETW
Bla|KJ135344.1|gene1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|CTX-M-111|JF274243|1-876|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Bla|PAO_3_FJ666073|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
Flq|NC_007795.3919179|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA
CARD|pvgb|AL450380|5228-7265|ARO:3003304|Mycobacterium|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRB
Flq|QnrB37|JN173059|36-680|645|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB
CARD|phgb|DQ212986|7787-9926|ARO:3002972|vanTG|Glycopeptides|VanG-type_resistance_protein|VANTG,Glycopeptides,VanG-type resistance protein,VANTG
gi|280983556|gb|GU208678.1|betalactams|Class_A_betalactamases|GES,betalactams,Class A betalactamases,GES
Sul|CP000647.1|gene3624|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,FOLP
Tmt|DfrA31|AB200915|1832-2305|474|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,Trimethoprim,Dihydrofolate reductase,DHFR
MLS|ErmD|M29832|430-1293|864|MLS|23S_rRNA_methyltransferases|ERMD,MLS,23S rRNA methyltransferases,ERMD
Bla|CMY-42|HM146927|1-1146|1146|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Bla|LEN-16|AY743416|68-928|861|betalactams|Class_A_betalactamases|LEN,betalactams,Class A betalactamases,LEN
1230|JX023441.1|JX023441|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,Trimethoprim,Dihydrofolate reductase,DHFR
CARD|phgb|U00096|3415032-3418137|ARO:3000502|acrF|Aminoglycosides|Aminoglycoside_efflux_pumps|ACRF,Aminoglycosides,Aminoglycoside efflux pumps,ACRF
CARD|phgb|KP109677|4318-5179|ARO:3003670|PEDO-1|betalactams|Class_B_betalactamases|PEDO,betalactams,Class B betalactamases,PEDO
Bla|LEN-26_1_JQ067123|betalactams|Class_A_betalactamases|LEN,betalactams,Class A betalactamases,LEN
Bla|B-14|JN635697|973-1719|747|betalactams|Class_B_betalactamases|BLAB,betalactams,Class B betalactamases,BLAB
CARD|phgb|JQ340367|19-685|ARO:3003582|PmrA|Cationic_antimicrobial_peptides|Polymyxin_B_resistance_regulator|pmrA,Cationic antimicrobial peptides,Polymyxin B resistance regulator,pmrA
Flq|QnrB1|DQ351241|37-681|645|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB
414|AF279904.1|AF279904|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Gly|VanX-B_1_AF192329|Glycopeptides|VanB-type_resistance_protein|VANXB,Glycopeptides,VanB-type resistance protein,VANXB
CARD|phgb|NC_002695|4904931-4905630|ARO:3000831|cpxR|Multi-drug_resistance|MDR_regulator|CPXA,Multi-drug resistance,MDR regulator,CPXA
AGly|Aac6-It|AF031328|1-441|441|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
Gly|VanW-B_1_AF192329|Glycopeptides|VanB-type_accessory_protein|VANWB,Glycopeptides,VanB-type accessory protein,VANWB
gi|607346569|gb|KJ155695.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
gi|526260845|gb|KF150216.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
AGly|AM283490.1|gene4|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
Bla|OXA-165|HM488986|1-822|822|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|blaZ_34_AP003139|betalactams|Class_A_betalactamases|BLAZ,betalactams,Class A betalactamases,BLAZ
gi|757399519|gb|KP050492.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Bla|AJ420864.1|gene1|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
Bla|CTX-M-9_7AJ416345|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
gi|42406214|gb|AY524988.1|betalactams|Class_B_betalactamases|VIM,betalactams,Class B betalactamases,VIM
Bla|OXA-216|FR865168|1-825|825|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Flq|QnrB47|JQ349155|1-680|680|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB
CARD|phgb|M57437|0-1647|ARO:3002827|tlrC|MLS|ABC_transporter|TLRC,MLS,ABC transporter,TLRC
gi|404432494|emb|HE963770.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
576|M20305.1|RP43APHA|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME
gi|751813261|gb|KM979379.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|OXA-3|L07945|61-888|828|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|TEM-169|FJ873740|1-858|858|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
AGly|AY712687.1|gene1|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT6
gi|215398944|gb|FJ437066.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Bla|OXA-131|EU547446|1-825|825|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
gi|675599151|gb|KJ934265.1|betalactams|Class_A_betalactamases|CARB,betalactams,Class A betalactamases,CARB
gi|259120753|gb|FJ815436.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
gi|121495528|emb|AM411407.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
CARD|phgb|AJ746361|6742-7303|ARO:3003019|dfrA23|Trimethoprim|Dihydrofolate_reductase|DFRA,Trimethoprim,Dihydrofolate reductase,DFRA
Bla|OXA-72|AY739646|1-828|828|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Sul|EF118171.1|gene7|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULI
Bla|TEM-7|AF527798|1-785|785|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Bla|AM849805.1|gene1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
gi|77021907|gb|DQ193536.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
gi|597441558|gb|KF048909.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|IND-5|AY504627|1-720|720|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
Bla|CTX-M-93|HQ637575|1-876|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Mdr|NC_002163.1.904691|Multi-drug_resistance|Multi-drug_efflux_pumps|cme,Multi-drug resistance,Multi-drug efflux pumps,cme
gi|591542868|gb|KJ207204.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Bla|mecA_14_AB505630|betalactams|Penicillin_binding_protein|MECA,betalactams,Penicillin binding protein,MECA
gi|208503046|gb|FJ214367.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Sul|NC_002952.2860679|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,FOLP
Mdr|AF535087.1|gene1|Multi-drug_resistance|Multi-drug_efflux_pumps|QACAB,Multi-drug resistance,Multi-drug efflux pumps,QACAB
Gly|VanR-Pt2|AY926880|718-1413|696|Glycopeptides|VanA-type_regulator|VANRA,Glycopeptides,VanA-type regulator,VANRA
Mdr|NC_003112.2.904054|Multi-drug_resistance|MDR_mutant_porin_proteins|PORB|RequiresSNPConfirmation,Multi-drug resistance,MDR mutant porin proteins,PORB
gi|239909270|gb|GQ149244.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Bla|LEN-13|AJ635403|1-789|789|betalactams|Class_A_betalactamases|LEN,betalactams,Class A betalactamases,LEN
Tet|tetA_3_AY196695|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETA
Tet|tet32_1_EU722333|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET32
Bla|TEM-43|U95363|1-861|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Flq|NC_010410.6003186|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA
817|AF036933.1|AF036933|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,Phenicol,Chloramphenicol acetyltransferases,CATB
Sul|NC_008702.1.4608834|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,FOLP
Bla|TEM-42|X98047|1-844|844|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
1058|unknown_id|unknown_name|betalactams|Penicillin_binding_protein|PBP2,betalactams,Penicillin binding protein,PBP2
1307|AM412777.1|AM412777|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
Bla|SHV-38|GQ407124|1-861|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
gi|158634575|gb|EU086830.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Gly|VanS-B_1_AF192329|Glycopeptides|VanB-type_regulator|VANSB,Glycopeptides,VanB-type regulator,VANSB
Bla|KPC-13|HQ342890|1-882|882|betalactams|Class_A_betalactamases|KPC,betalactams,Class A betalactamases,KPC
Bla|OXA-60_3_AY664504|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|VIM-20|GQ414736|1-801|801|betalactams|Class_B_betalactamases|VIM,betalactams,Class B betalactamases,VIM
AGly|AadA6|AF140629|61-906|846|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
Tet|TetM|U08812|1981-3900|1920|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETM
CARD|phgb|M28303|242-1187|ARO:3003564|EXO|betalactams|Class_A_betalactamases|EXO,betalactams,Class A betalactamases,EXO
MLS|ErmE|M11200|284-1396|1146|MLS|23S_rRNA_methyltransferases|ERME,MLS,23S rRNA methyltransferases,ERME
AGly|U59183.2|gene2|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
Tet|tetH_2_AJ245947|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETH,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETH
Bla|OCH-4|AJ295342|1-1173|1173|betalactams|Class_C_betalactamases|OCH,betalactams,Class C betalactamases,OCH
gi|698174201|gb|KM087855.1|betalactams|Class_C_betalactamases|DHA,betalactams,Class C betalactamases,DHA
AGly|Aph2-dprime-Id|AF016483|131-1036|906|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH2-DPRIME
Mdr|AB566411.1|gene1|Multi-drug_resistance|Multi-drug_efflux_pumps|QACAB,Multi-drug resistance,Multi-drug efflux pumps,QACAB
Bla|OXA-352_1_KF297581|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|CKO-1|AF477396|1-903|903|betalactams|Class_A_betalactamases|CKO,betalactams,Class A betalactamases,CKO
Bla|OXY1-3|AY077482|162-1037|876|betalactams|Class_A_betalactamases|OXY,betalactams,Class A betalactamases,OXY
gi|757399523|gb|KP050494.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
CARD|phgb|M11276|0-1023|ARO:3000594|ErmR|MLS|23S_rRNA_methyltransferases|ERMR,MLS,23S rRNA methyltransferases,ERMR
Bla|OKP-A-6|AM051144|1-861|861|betalactams|Class_A_betalactamases|OKP,betalactams,Class A betalactamases,OKP
Flq|AE016830.1|gene6|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA
1457|M16482.1|STMSMK|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
gi|159160000|gb|EU220745.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|OKP-B-10|AM051160|1-861|861|betalactams|Class_A_betalactamases|OKP,betalactams,Class A betalactamases,OKP
gi|329745040|gb|HQ425494.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
gi|50347098|gb|AY661885.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Bla|SHV-133|AB551737|15-875|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Phe|catP_1_U15027|Phenicol|Chloramphenicol_acetyltransferases|CATP,Phenicol,Chloramphenicol acetyltransferases,CATP
Gly|VanX-Pt2|AY926880|4769-5377|609|Glycopeptides|VanA-type_resistance_protein|VANXA,Glycopeptides,VanA-type resistance protein,VANXA
Bla|B-12|EF595958|1-750|750|betalactams|Class_B_betalactamases|BLAB,betalactams,Class B betalactamases,BLAB
Bac|NC_002695.1.916234|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,Bacitracin,Undecaprenyl pyrophosphate phosphatase,BACA
1659|JN596280.1|JN596280|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
Gly|VanX-Ao2|HQ679900|2070-2678|609|Glycopeptides|VanA-type_resistance_protein|VANXA,Glycopeptides,VanA-type resistance protein,VANXA
AGly|AadA5|AF137361|64-852|789|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
gi|591389151|gb|KF986258.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
CARD|phgb|AB028210|2710-3565|ARO:3002544|AAC3-Xa|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC3
1238|JX131372.1|JX131372|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
Bla|CTX-M-22|AY080894|4-879|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Bla|CMY-65_1_JF780936|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Bla|CTX-M-40|AY750914|207-1079|873|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Gly|VanY-D|AB242319|1958-3025|1068|Glycopeptides|VanD-type_accessory_protein|VANYD,Glycopeptides,VanD-type accessory protein,VANYD
Bla|LEN-12|AJ635406|1-789|789|betalactams|Class_A_betalactamases|LEN,betalactams,Class A betalactamases,LEN
Bla|MOR|Y10283|546-1685|1140|betalactams|Class_C_betalactamases|DHA,betalactams,Class C betalactamases,DHA
Bla|TEM-178|X97254|154-1011|858|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Bla|OXA-209|JF268688|5408-6232|825|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|IND-15|AB563173|33-764|732|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
707|X04555.1|X04555|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT2-DPRIME
CARD|phgb|D78168|536-1592|ARO:3000206|emrK|Multi-drug_resistance|Multi-drug_efflux_pumps|EMRK,Multi-drug resistance,Multi-drug efflux pumps,EMRK
Gly|VanSc3|AY033764|1604-5662|1059|Glycopeptides|VanC-type_regulator|VANSC,Glycopeptides,VanC-type regulator,VANSC
CARD|phgb|AF482691.2|2796-3996|ARO:3003688|PvrR|Multi-drug_resistance|MDR_regulator|PVRR,Multi-drug resistance,MDR regulator,PVRR
CARD|phgb|L20573|2064-2676|ARO:3003250|bcrC|Bacitracin|Bacitracin_ABC_transporter|BCRC,Bacitracin,Bacitracin ABC transporter,BCRC
Flq|Qnr-A2|AY675584|1-657|657|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRA,Fluoroquinolones,Quinolone resistance protein Qnr,QNRA
Flq|NC_002951.3236187|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA
CARD|phgb|AL009126|1376516-1376855|ARO:3003063|ykkC|Multi-drug_resistance|Multi-drug_efflux_pumps|YKKC,Multi-drug resistance,Multi-drug efflux pumps,YKKC
Bla|OXA-16|AF043100|1-775|775|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
gi|3851587|gb|AF093512.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
1066|unknown_id|unknown_name|MLS|23S_rRNA_methyltransferases|ERMB,MLS,23S rRNA methyltransferases,ERMB
CARD|phgb|HQ661362|71-932|ARO:3001168|SHV-121|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
577|M97172.1|SMAAAC3VB|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC3
565|Z48231.1|Z48231|Aminoglycosides|Aminoglycoside_N-acetyltransferases|SAT,Aminoglycosides,Aminoglycoside N-acetyltransferases,SAT
CARD|phgb|NC_002516|2211321-2212512|ARO:3002982|amrA|Multi-drug_resistance|Multi-drug_efflux_pumps|AMRA,Multi-drug resistance,Multi-drug efflux pumps,AMRA
872|DQ022190.1|DQ022190|Glycopeptides|VanC-type_regulator|VANSC,Glycopeptides,VanC-type regulator,VANSC
CARD|phgb|NC_007779|2586250-2589364|ARO:3000491|acrD|Aminoglycosides|Aminoglycoside_efflux_pumps|ACRD,Aminoglycosides,Aminoglycoside efflux pumps,ACRD
Sul|sul1_16_EF667294|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULI
Bla|OXA-51_9_EU255290|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
gi|595583489|gb|KF992029.1|betalactams|Class_C_betalactamases|ACT,betalactams,Class C betalactamases,ACT
AGly|AF313472.2|gene16|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH6
MLS|MsrA|AY591760|274-1740|1467|MLS|Macrolide_resistance_efflux_pumps|MSRA,MLS,Macrolide resistance efflux pumps,MSRA
Tmt|DfrD|Z50141|94-582|489|Trimethoprim|Dihydrofolate_reductase|DFRD,Trimethoprim,Dihydrofolate reductase,DFRD
1260|DQ519086.1|DQ519086|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
gi|21541784|gb|AF516720.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Gly|VanH-Sc_1_AL939117|Glycopeptides|VanA-type_resistance_protein|VANHA,Glycopeptides,VanA-type resistance protein,VANHA
CARD|phgb|JN868721|8-686|ARO:3000834|phoP|Multi-drug_resistance|Multi-drug_efflux_pumps|PHOP|RequiresSNPConfirmation,Multi-drug resistance,Multi-drug efflux pumps,PHOP
CARD|phgb|M55427|273-1119|ARO:3002543|AAC3-IXa|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC3
gi|573461058|emb|HG798963.1|betalactams|Class_C_betalactamases|DHA,betalactams,Class C betalactamases,DHA
Gly|VanX-Sc|AL939117|55404-56012|609|Glycopeptides|VanA-type_resistance_protein|VANXA,Glycopeptides,VanA-type resistance protein,VANXA
Gly|VanC1|EU151769|31-1062|1032|Glycopeptides|VanC-type_resistance_protein|VANC,Glycopeptides,VanC-type resistance protein,VANC
CARD|phgb|DQ256091|98-974|ARO:3001943|CTX-M-82|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
gi|558605698|gb|KF526118.1|betalactams|Class_C_betalactamases|ACT,betalactams,Class C betalactamases,ACT
AGly|AY136758.1|gene3|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
CARD|pvgb|AL123456|2101650-2103042|ARO:3003461|Mycobacterium|Mycobacterium_tuberculosis-specific_Drug|Isoniazid-resistant_ndh|NDH|RequiresSNPConfirmation,Mycobacterium tuberculosis-specific Drug,Isoniazid-resistant ndh,NDH
