header,class,mechanism,group
MEG_69|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
MEG_690|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pump|ADEI,Drug and biocide resistance,Drug and biocide RND efflux pump,ADEI
MEG_6900|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6901|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6902|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6903|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6904|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6905|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6906|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6907|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6908|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6909|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_691|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pump|ADEK,Drug and biocide resistance,Drug and biocide RND efflux pump,ADEK
MEG_6910|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6911|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6912|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6913|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6914|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6915|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6916|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6917|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6918|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6919|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_692|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pump|ADEK,Drug and biocide resistance,Drug and biocide RND efflux pump,ADEK
MEG_6920|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6921|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6922|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6923|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6924|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6925|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6926|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6927|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6928|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6929|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_693|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pump|ADEK,Drug and biocide resistance,Drug and biocide RND efflux pump,ADEK
MEG_6930|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6931|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6932|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6933|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6934|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6935|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6936|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6937|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6938|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6939|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_694|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pump|ADEK,Drug and biocide resistance,Drug and biocide RND efflux pump,ADEK
MEG_6940|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6941|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6942|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6943|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6944|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6945|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6946|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6947|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6948|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6949|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_695|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pump|ADEK,Drug and biocide resistance,Drug and biocide RND efflux pump,ADEK
MEG_6950|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6951|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6952|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6953|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6954|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6955|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6956|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6957|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6958|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6959|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_696|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pump|ADEK,Drug and biocide resistance,Drug and biocide RND efflux pump,ADEK
MEG_6960|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6961|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6962|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6963|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6964|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6965|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6966|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6967|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6968|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6969|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_697|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEL,Drug and biocide resistance,Drug and biocide RND efflux regulator,ADEL
MEG_6970|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6971|Drugs|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MEG_6972|Drugs|betalactams|Class_A_betalactamases|TER,betalactams,Class A betalactamases,TER
MEG_6973|Drugs|betalactams|Class_A_betalactamases|TER,betalactams,Class A betalactamases,TER
MEG_6974|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERB,Tellurium resistance,Tellurium resistance protein,TERB
MEG_6975|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERB,Tellurium resistance,Tellurium resistance protein,TERB
MEG_6976|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERC,Tellurium resistance,Tellurium resistance protein,TERC
MEG_6977|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERD,Tellurium resistance,Tellurium resistance protein,TERD
MEG_6978|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERE,Tellurium resistance,Tellurium resistance protein,TERE
MEG_6979|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERW,Tellurium resistance,Tellurium resistance protein,TERW
MEG_698|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEL,Drug and biocide resistance,Drug and biocide RND efflux regulator,ADEL
MEG_6980|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERZ,Tellurium resistance,Tellurium resistance protein,TERZ
MEG_6981|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERZ,Tellurium resistance,Tellurium resistance protein,TERZ
MEG_6982|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET31,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TET31
MEG_6983|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET31,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TET31
MEG_6984|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET31,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TET31
MEG_6985|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET32
MEG_6986|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET32
MEG_6987|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET32
MEG_6988|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET33,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TET33
MEG_6989|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET33,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TET33
MEG_699|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEN,Drug and biocide resistance,Drug and biocide RND efflux regulator,ADEN
MEG_6990|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET33,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TET33
MEG_6991|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TET34,Tetracyclines,Tetracycline inactivation enzymes,TET34
MEG_6992|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET35,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TET35
MEG_6993|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET35,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TET35
MEG_6994|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET36,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET36
MEG_6995|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TET37,Tetracyclines,Tetracycline inactivation enzymes,TET37
MEG_6996|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET38,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TET38
MEG_6997|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET38,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TET38
MEG_6998|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET38,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TET38
MEG_6999|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET38,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TET38
MEG_7|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC2-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC2-PRIME
MEG_70|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
MEG_700|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEN,Drug and biocide resistance,Drug and biocide RND efflux regulator,ADEN
MEG_7000|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET38,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TET38
MEG_7001|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET38,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TET38
MEG_7002|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET39,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TET39
MEG_7003|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET39,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TET39
MEG_7004|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET39,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TET39
MEG_7005|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET39,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TET39
MEG_7006|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET40
MEG_7007|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET40
MEG_7008|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET40
MEG_7009|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET40
MEG_701|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADER,Drug and biocide resistance,Drug and biocide RND efflux regulator,ADER
MEG_7010|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET43,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TET43
MEG_7011|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET44,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET44
MEG_7012|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET44,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET44
MEG_7013|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET44,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET44
MEG_7014|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET45,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TET45
MEG_7015|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET47,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TET47
MEG_7016|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET48,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TET48
MEG_7017|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET49,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TET49
MEG_7018|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET50,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TET50
MEG_7019|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET51,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TET51
MEG_702|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADES,Drug and biocide resistance,Drug and biocide RND efflux regulator,ADES
MEG_7020|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET52,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TET52
MEG_7021|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET53,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TET53
MEG_7022|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET54,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TET54
MEG_7023|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET55,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TET55
MEG_7024|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET56,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TET56
MEG_7025|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET57,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET57
MEG_7026|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET59,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TET59
MEG_7027|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETA
MEG_7028|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETA
MEG_7029|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETA
MEG_703|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pump|ADET1,Drug and biocide resistance,Drug and biocide RND efflux pump,ADET1
MEG_7030|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETA
MEG_7031|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETA
MEG_7032|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETA
MEG_7033|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETA
MEG_7034|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETA
MEG_7035|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETA
MEG_7036|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETA
MEG_7037|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETA
MEG_7038|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETA
MEG_7039|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETA
MEG_704|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pump|ADET2,Drug and biocide resistance,Drug and biocide RND efflux pump,ADET2
MEG_7040|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETA
MEG_7041|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETA
MEG_7042|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETA
MEG_7043|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETA
MEG_7044|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETA
MEG_7045|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETA
MEG_7046|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETA
MEG_7047|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETA
MEG_7048|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETA
MEG_7049|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETA
MEG_705|Drugs|betalactams|Class_A_betalactamases|AER,betalactams,Class A betalactamases,AER
MEG_7050|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETA
MEG_7051|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETA
MEG_7052|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETA
MEG_7053|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETA
MEG_7054|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETB,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETB
MEG_7055|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETB,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETB
MEG_7056|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETB,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETB
MEG_7057|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETB,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETB
MEG_7058|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETB,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETB
MEG_7059|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETB,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETB
MEG_706|Drugs|betalactams|Class_A_betalactamases|AER,betalactams,Class A betalactamases,AER
MEG_7060|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETB,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETB
MEG_7061|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETB,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETB
MEG_7062|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETB,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETB
MEG_7063|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETB,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETB
MEG_7064|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETB,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETB
MEG_7065|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETB,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETB
MEG_7066|Drugs|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETB,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETB
