Database,Source_header,MEGARes_header,UpdatedHeader
CARD,CARD|gb|LOCK01000072.1|-|166343-167390|ARO:3003723|vanI [Desulfitobacterium hafniense] ,MEG_7442|Drugs|Glycopeptides|VanI-type_resistance_protein|VANI,
AMRFinder,499339400|WP_011029108.1|NG_055982|1|1|vanK-Sc|vanK-Sc|peptidoglycan_bridge_formation_peptidyltransferase_VanK-Sc NG_055982:101-1294,MEG_7443|Drugs|Glycopeptides|VanK-type_resistance_protein|VANK,
CARD,CARD|gb|EU250284|+|954-2004|ARO:3002910|vanL [Enterococcus faecalis] ,MEG_7444|Drugs|Glycopeptides|VanL-type_resistance_protein|VANL,
ResFinder,VanLXY_1_EU250284,MEG_7445|Drugs|Glycopeptides|VanL-type_resistance_protein|VANL,
CARD,CARD|gb|JF802084|+|559-1591|ARO:3002912|vanN [Enterococcus faecium] ,MEG_7446|Drugs|Glycopeptides|VanN-type_resistance_protein|VANN,
ResFinder,VanNXY_1_JF802084,MEG_7447|Drugs|Glycopeptides|VanN-type_resistance_protein|VANN,
ResFinder,VanX_bc_1_Y15708,MEG_7448|Drugs|Glycopeptides|VanN-type_resistance_protein|VANN,
AMRFinder,1028100581|WP_063856716.1|NG_048402|1|1|vanR-A|vanR-A|VanA-type_vancomycin_resistance_DNA-binding_response_regulator_VanR NG_048402:25-720,MEG_7449|Drugs|Glycopeptides|VanA-type_regulator|VANRA,
ARG-ANNOT,(Gly)VanR-Pt:DQ018711:1-696:696,MEG_7450|Drugs|Glycopeptides|VanA-type_regulator|VANRA,
ARG-ANNOT,(Gly)VanR-Pt2:AY926880:718-1413:696,MEG_7451|Drugs|Glycopeptides|VanA-type_regulator|VANRA,
CARD,CARD|gb|M97297|+|10116-10601|ARO:3002962|vanZA [Enterococcus faecium] ,MEG_7452|Drugs|Glycopeptides|VanA-type_regulator|VANRA,
CARD,CARD|gb|M97297|+|3976-4671|ARO:3002919|vanRA [Enterococcus faecium] ,MEG_7453|Drugs|Glycopeptides|VanA-type_regulator|VANRA,
CARD,CARD|gb|M97297|+|4649-5803|ARO:3002931|vanSA [Enterococcus faecium] ,MEG_7454|Drugs|Glycopeptides|VanA-type_regulator|VANRA,
CARD,CARD|gb|M97297|+|6018-6986|ARO:3002942|vanHA [Enterococcus faecium] ,MEG_7455|Drugs|Glycopeptides|VanA-type_regulator|VANRA,
CARD,CARD|gb|M97297|+|6979-8010|ARO:3000010|vanA [Enterococcus faecium] ,MEG_7456|Drugs|Glycopeptides|VanA-type_regulator|VANRA,
CARD,CARD|gb|M97297|+|8016-8624|ARO:3002949|vanXA [Enterococcus faecium] ,MEG_7457|Drugs|Glycopeptides|VanA-type_regulator|VANRA,
CARD,CARD|gb|M97297|+|9052-9963|ARO:3002955|vanYA [Enterococcus faecium] ,MEG_7458|Drugs|Glycopeptides|VanA-type_regulator|VANRA,
NCBI,gi|66731632|gb|DQ018710.1|3048-3743,MEG_7459|Drugs|Glycopeptides|VanA-type_regulator|VANRA,
AMRFinder,1028100584|WP_063856719.1|NG_048410|1|1|vanR-B|vanR-B|VanB-type_vancomycin_resistance_response_regulator_transcription_factor_VanR NG_048410:101-763,MEG_7460|Drugs|Glycopeptides|VanB-type_regulator|VANRB,
AMRFinder,1028100588|WP_063856723.1|NG_048417|1|1|vanR-B|vanR-B|VanB-type_vancomycin_resistance_response_regulator_transcription_factor_VanR NG_048417:69-728,MEG_7461|Drugs|Glycopeptides|VanB-type_regulator|VANRB,
ARG-ANNOT,(Gly)VanR-B:AY655721:69-728:660,MEG_7462|Drugs|Glycopeptides|VanB-type_regulator|VANRB,
CARD,CARD|gb|KF823969|+|5110-6139|ARO:3000013|vanB [Enterococcus faecium] ,MEG_7463|Drugs|Glycopeptides|VanB-type_regulator|VANRB,
CARD,CARD|gb|U35369|+|177-840|ARO:3002921|vanRB [Enterococcus faecalis] ,MEG_7464|Drugs|Glycopeptides|VanB-type_regulator|VANRB,
CARD,CARD|gb|U35369|+|2358-3165|ARO:3002956|vanYB [Enterococcus faecalis] ,MEG_7465|Drugs|Glycopeptides|VanB-type_regulator|VANRB,
CARD,CARD|gb|U35369|+|3182-4010|ARO:3002964|vanWB [Enterococcus faecalis] ,MEG_7466|Drugs|Glycopeptides|VanB-type_regulator|VANRB,
CARD,CARD|gb|U35369|+|6004-6613|ARO:3002950|vanXB [Enterococcus faecalis] ,MEG_7467|Drugs|Glycopeptides|VanB-type_regulator|VANRB,
CARD,CARD|gb|U35369|+|839-2183|ARO:3002932|vanSB [Enterococcus faecalis] ,MEG_7468|Drugs|Glycopeptides|VanB-type_regulator|VANRB,
NCBI,gi|695199646|ref|NG_035288.1|24047-24709,MEG_7469|Drugs|Glycopeptides|VanB-type_regulator|VANRB,
AMRFinder,489531669|WP_003436401.1|NG_061618|1|1|vanR-Cd|vanR-Cd|VanG-Cd-type_vancomycin_resistance_DNA-binding_response_regulator_VanS NG_061618:101-802,MEG_7470|Drugs|Glycopeptides|VanC-type_regulator|VANRC,
AMRFinder,491370941|WP_005228837.1|NG_048408|1|1|vanR-C|vanR-C|VanC-type_vancomycin_resistance_DNA-binding_response_regulator_VanR NG_048408:101-796,MEG_7471|Drugs|Glycopeptides|VanC-type_regulator|VANRC,
ARG-ANNOT,(Gly)VanRc3:AY033764:3846-4541:696,MEG_7472|Drugs|Glycopeptides|VanC-type_regulator|VANRC,
ARG-ANNOT,(Gly)VanRc4:EU151753:3848-4543:696,MEG_7473|Drugs|Glycopeptides|VanC-type_regulator|VANRC,
NCBI,gi|161779845|gb|EU151752.1|3849-4544,MEG_7474|Drugs|Glycopeptides|VanC-type_regulator|VANRC,
AMRFinder,1028100592|WP_063856727.1|NG_048422|1|1|vanR-D|vanR-D|VanD-type_vancomycin_resistance_DNA-binding_response_regulator_VanR NG_048422:1-699,MEG_7475|Drugs|Glycopeptides|VanD-type_regulator|VANRD,
AMRFinder,552941447|WP_023042613.1|NG_048400|1|1|vanR-D|vanR-D|VanD-type_vancomycin_resistance_DNA-binding_response_regulator_VanR NG_048400:77-775,MEG_7476|Drugs|Glycopeptides|VanD-type_regulator|VANRD,
AMRFinder,1028100587|WP_063856722.1|NG_048416|1|1|vanR-D|vanR-D|VanD-type_vancomycin_resistance_DNA-binding_response_regulator_VanR NG_048416:1-699,MEG_7477|Drugs|Glycopeptides|VanD-type_regulator|VANRD,
NCBI,gi|40021670|gb|AY489045.1|1-699 gi|484574986|gb|CP005586.1|3026140-3026112,MEG_7478|Drugs|Glycopeptides|VanD-type_regulator|VANRD,
NCBI,gi|5759260|gb|AF175293.1|AF175293|71-769,MEG_7479|Drugs|Glycopeptides|VanD-type_regulator|VANRD,
CARD,CARD|gb|FJ872411|+|43513-44203|ARO:3002924|vanRE [Enterococcus faecalis] ,MEG_7480|Drugs|Glycopeptides|VanE-type_regulator|VANRE,
CARD,CARD|gb|DQ212986|+|2258-2966|ARO:3002926|vanRG [Enterococcus faecalis] ,MEG_7481|Drugs|Glycopeptides|VanG-type_regulator|VANRG,
CARD,CARD|gb|AP008230.1|-|4201992-4202691|ARO:3003728|vanRI [Desulfitobacterium hafniense Y51] ,MEG_7482|Drugs|Glycopeptides|VanL-type_regulator|VANRI,
CARD,CARD|gb|EU250284|+|4730-5426|ARO:3002927|vanRL [Enterococcus faecalis] ,MEG_7483|Drugs|Glycopeptides|VanL-type_regulator|VANRL,
CARD,CARD|gb|JF802084|+|4337-5030|ARO:3002929|vanRN [Enterococcus faecium] ,MEG_7484|Drugs|Glycopeptides|VanN-type_regulator|VANRN,
NCBI,gi|557879499|gb|KF478993.1|6704-6003,MEG_7485|Drugs|Glycopeptides|VanO-type_regulator|VANRO,
AMRFinder,1028100596|WP_063856731.1|NG_048427|1|1|vanS-A|vanS-A|VanA-type_vancomycin_resistance_histidine_kinase_VanS NG_048427:1-1149,MEG_7486|Drugs|Glycopeptides|VanA-type_regulator|VANSA,
ARG-ANNOT,(Gly)VanS-Pt:AY926880:1391-2551:1461,MEG_7487|Drugs|Glycopeptides|VanA-type_regulator|VANSA,
ARG-ANNOT,(Gly)VanS-Pt2:DQ018710:3721-4881:1161,MEG_7488|Drugs|Glycopeptides|VanA-type_regulator|VANSA,
NCBI,gi|66731642|gb|DQ018711.1|674-1840,MEG_7489|Drugs|Glycopeptides|VanA-type_regulator|VANSA,
AMRFinder,501574713|WP_012579101.1|NG_048449|1|1|vanS-B|vanS-B|VanB-type_vancomycin_resistance_histidine_kinase_VanS NG_048449:101-1444,MEG_7490|Drugs|Glycopeptides|VanB-type_regulator|VANSB,
AMRFinder,1028100602|WP_063856737.1|NG_048434|1|1|vanS-B-Delta|vanS-B|VanB-type_vancomycin_resistance_histidine_kinase_VanS-B-Delta NG_048434:77-1402,MEG_7491|Drugs|Glycopeptides|VanB-type_regulator|VANSB,
AMRFinder,1028100604|WP_063856739.1|NG_048439|1|1|vanS-B|vanS-B|VanB-type_vancomycin_resistance_histidine_kinase_VanS NG_048439:101-1444,MEG_7492|Drugs|Glycopeptides|VanB-type_regulator|VANSB,
ARG-ANNOT,(Gly)VanS-B:AY655721:731-2074:1344,MEG_7493|Drugs|Glycopeptides|VanB-type_regulator|VANSB,
NCBI,gi|577698901|gb|KF823969.1|976-2340,MEG_7494|Drugs|Glycopeptides|VanB-type_regulator|VANSB,
NCBI,gi|695199646|ref|NG_035288.1|24709-26052,MEG_7495|Drugs|Glycopeptides|VanB-type_regulator|VANSB,
NCBI,gi|941949718|gb|CP013009.1|131299-129956 gi|577698893|gb|KF823968.1|976-2319 gi|378937014|gb|CP003351.1|2844531-2843188 gi|229463101|gb|FJ767776.1|976-2319 gi|80973263|gb|AY655721.2|731-2074 gi|80973252|gb|AY655720.2|731-2074 gi|80973242|gb|AY655718.2|731-2074 gi|11878534|gb|AF310956.2|AF310956|1133-2476 gi|33336058|gb|AF550668.1|2242-3579,MEG_7496|Drugs|Glycopeptides|VanB-type_regulator|VANSB,
AMRFinder,736869479|WP_034869172.1|NG_051722|1|1|vanS-C|vanS-C|VanC-type_vancomycin_resistance_histidine_kinase_VanS NG_051722:101-1231,MEG_7497|Drugs|Glycopeptides|VanC-type_regulator|VANSC,
AMRFinder,500187918|WP_011861275.1|NG_061619|1|1|vanS-Cd|vanS-Cd|VanG-Cd-type_vancomycin_resistance_histidine_kinase_VanS NG_061619:101-1243,MEG_7498|Drugs|Glycopeptides|VanC-type_regulator|VANSC,
ARG-ANNOT,(Gly)VanS-C:DQ022190:4672-5757:1086,MEG_7499|Drugs|Glycopeptides|VanC-type_regulator|VANSC,
ARG-ANNOT,(Gly)VanSc3:AY033764:4604-5662:1059,MEG_7500|Drugs|Glycopeptides|VanC-type_regulator|VANSC,
ARG-ANNOT,(Gly)VanSc4:EU151753:4599-5663:1065,MEG_7501|Drugs|Glycopeptides|VanC-type_regulator|VANSC,
CARD,CARD|gb|AF162694|+|5877-6963|ARO:3002933|vanSC [Enterococcus gallinarum] ,MEG_7502|Drugs|Glycopeptides|VanC-type_regulator|VANSC,
NCBI,gi|161779845|gb|EU151752.1|4600-5664,MEG_7503|Drugs|Glycopeptides|VanC-type_regulator|VANSC,
AMRFinder,1028100609|WP_063856744.1|NG_048444|1|1|vanS-D|vanS-D|VanD-type_vancomycin_resistance_histidine_kinase_VanS NG_048444:101-1246,MEG_7504|Drugs|Glycopeptides|VanD-type_regulator|VANSD,
AMRFinder,1028100595|WP_063856730.1|NG_048426|1|1|vanS-D|vanS-D|VanD-type_vancomycin_resistance_histidine_kinase_VanS NG_048426:101-1246,MEG_7505|Drugs|Glycopeptides|VanD-type_regulator|VANSD,
AMRFinder,655082055|WP_028530133.1|NG_048445|1|1|vanS-D|vanS-D|VanD-type_vancomycin_resistance_histidine_kinase_VanS NG_048445:101-1246,MEG_7506|Drugs|Glycopeptides|VanD-type_regulator|VANSD,
ARG-ANNOT,(Gly)VanS-D:AB242319:689-1834:1146,MEG_7507|Drugs|Glycopeptides|VanD-type_regulator|VANSD,
CARD,CARD|gb|EU999036|+|688-1390|ARO:3002934|vanSD [Enterococcus faecium] ,MEG_7508|Drugs|Glycopeptides|VanD-type_regulator|VANSD,
NCBI,gi|40021670|gb|AY489045.1|689-1834,MEG_7509|Drugs|Glycopeptides|VanD-type_regulator|VANSD,
NCBI,gi|5759260|gb|AF175293.1|AF175293|759-1460,MEG_7510|Drugs|Glycopeptides|VanD-type_regulator|VANSD,
CARD,CARD|gb|FJ872411|+|44192-45266|ARO:3002935|vanSE [Enterococcus faecalis] ,MEG_7511|Drugs|Glycopeptides|VanE-type_regulator|VANSE,
AMRFinder,1028100597|WP_063856732.1|NG_048428|1|1|vanS-G|vanS-G|VanG-type_vancomycin_resistance_histidine_kinase_VanS NG_048428:101-1204,MEG_7512|Drugs|Glycopeptides|VanG-type_regulator|VANSG,
CARD,CARD|gb|DQ212986|+|2979-4086|ARO:3002937|vanSG [Enterococcus faecalis] ,MEG_7513|Drugs|Glycopeptides|VanG-type_regulator|VANSG,
CARD,CARD|gb|EU250284|+|5415-6510|ARO:3002938|vanSL [Enterococcus faecalis] ,MEG_7514|Drugs|Glycopeptides|VanL-type_regulator|VANSL,
CARD,CARD|gb|FJ349556|+|1672-2785|ARO:3002939|vanSM [Enterococcus faecium] ,MEG_7515|Drugs|Glycopeptides|VanM-type_regulator|VANSM,
CARD,CARD|gb|FJ349556|+|3056-3758|ARO:3002961|vanYM [Enterococcus faecium] ,MEG_7516|Drugs|Glycopeptides|VanM-type_regulator|VANSM,
CARD,CARD|gb|FJ349556|+|3883-4864|ARO:3002947|vanHM [Enterococcus faecium] ,MEG_7517|Drugs|Glycopeptides|VanM-type_regulator|VANSM,
CARD,CARD|gb|FJ349556|+|4856-5888|ARO:3002911|vanM [Enterococcus faecium] ,MEG_7518|Drugs|Glycopeptides|VanM-type_regulator|VANSM,
CARD,CARD|gb|FJ349556|+|5893-6502|ARO:3002953|vanXM [Enterococcus faecium] ,MEG_7519|Drugs|Glycopeptides|VanM-type_regulator|VANSM,
CARD,CARD|gb|FJ349556|+|981-1680|ARO:3002928|vanRM [Enterococcus faecium] ,MEG_7520|Drugs|Glycopeptides|VanM-type_regulator|VANSM,
CARD,CARD|gb|JF802084|+|5019-6114|ARO:3002940|vanSN [Enterococcus faecium] ,MEG_7521|Drugs|Glycopeptides|VanN-type_regulator|VANSN,
AMRFinder,1073722253|WP_070064533.1|NG_051735|1|1|vanS-O|vanS-O|VanO-type_vancomycin_resistance_histidine_kinase_VanS NG_051735:101-1201,MEG_7522|Drugs|Glycopeptides|VanO-type_regulator|VANSO,
NCBI,gi|557879499|gb|KF478993.1|5947-4910 gi|675824235|gb|CP009215.1|1899085-1899057,MEG_7523|Drugs|Glycopeptides|VanO-type_regulator|VANSO,
AMRFinder,1028100623|WP_063856758.1|NG_048462|1|1|vanTc2|vanTc2|membrane-bound_serine_racemase_VanT NG_048462:101-2221,MEG_7524|Drugs|Glycopeptides|VanC-type_resistance_protein|VANTC,
AMRFinder,1102724726|WP_071593222.1|NG_052046|1|1|vanT-Cd|vanT-Cd|membrane-bound_serine_racemase_VanT-Cd NG_052046:101-2239,MEG_7525|Drugs|Glycopeptides|VanC-type_resistance_protein|VANTC,
ARG-ANNOT,(Gly)VanTc:DQ022190:1802-3898:2097,MEG_7526|Drugs|Glycopeptides|VanC-type_resistance_protein|VANTC,
ARG-ANNOT,(Gly)VanTc3:AY033764:1644-3746:2103,MEG_7527|Drugs|Glycopeptides|VanC-type_resistance_protein|VANTC,
ARG-ANNOT,(Gly)VanTc4:EU151753:1647-3749:2103,MEG_7528|Drugs|Glycopeptides|VanC-type_resistance_protein|VANTC,
NCBI,gi|161779845|gb|EU151752.1|1647-3749,MEG_7529|Drugs|Glycopeptides|VanC-type_resistance_protein|VANTC,
CARD,CARD|gb|FJ872411|+|41336-43445|ARO:3002971|vanTE [Enterococcus faecalis] ,MEG_7530|Drugs|Glycopeptides|VanE-type_resistance_protein|VANTE,
AMRFinder,1028100617|WP_063856752.1|NG_048455|1|1|vanT-G|vanT-G|membrane-bound_serine_racemase_VanT-G NG_048455:101-2236,MEG_7531|Drugs|Glycopeptides|VanG-type_resistance_protein|VANTG,
CARD,CARD|gb|DQ212986|+|7787-9926|ARO:3002972|vanTG [Enterococcus faecalis] ,MEG_7532|Drugs|Glycopeptides|VanG-type_resistance_protein|VANTG,
CARD,CARD|gb|EU250284|+|2574-3564|ARO:3002973|vanTmL [Enterococcus faecalis] ,MEG_7533|Drugs|Glycopeptides|VanL-type_resistance_protein|VANTML,
CARD,CARD|gb|JF802084|+|2161-4264|ARO:3002975|vanTN [Enterococcus faecium] ,MEG_7534|Drugs|Glycopeptides|VanN-type_resistance_protein|VANTN,
ResFinder,VanT-N_1_JF802084,MEG_7535|Drugs|Glycopeptides|VanN-type_resistance_protein|VANTN,
CARD,CARD|gb|EU250284|+|3557-4658|ARO:3002974|vanTrL [Enterococcus faecalis] ,MEG_7536|Drugs|Glycopeptides|VanL-type_resistance_protein|VANTRL,
ARG-ANNOT,(Gly)VanZ-Pa:DQ018711:2047-2862:816,MEG_7537|Drugs|Glycopeptides|VanA-type_accessory_protein|VANWA,
AMRFinder,1028100628|WP_063856763.1|NG_048469|1|1|vanW-B|vanW-B|glycopeptide_resistance_accessory_protein_VanW-B NG_048469:101-928,MEG_7538|Drugs|Glycopeptides|VanB-type_accessory_protein|VANWB,
AMRFinder,1028100630|WP_063856765.1|NG_048473|1|1|vanW-B|vanW-B|glycopeptide_resistance_accessory_protein_VanW-B NG_048473:101-928,MEG_7539|Drugs|Glycopeptides|VanB-type_accessory_protein|VANWB,
ARG-ANNOT,(Gly)VanW-B:AY655721:3069-3896:828,MEG_7540|Drugs|Glycopeptides|VanB-type_accessory_protein|VANWB,
NCBI,gi|577698901|gb|KF823969.1|3335-4150,MEG_7541|Drugs|Glycopeptides|VanB-type_accessory_protein|VANWB,
NCBI,gi|695199646|ref|NG_035288.1|27047-27874,MEG_7542|Drugs|Glycopeptides|VanB-type_accessory_protein|VANWB,
CARD,CARD|gb|DQ212986|+|5137-5983|ARO:3002965|vanWG [Enterococcus faecalis] ,MEG_7543|Drugs|Glycopeptides|VanG-type_accessory_protein|VANWG,
NCBI,gi|33355827|gb|AY271782.1|20202-21047,MEG_7544|Drugs|Glycopeptides|VanG-type_accessory_protein|VANWG,
CARD,CARD|gb|AP008230.1|-|2195400-2196522|ARO:3003724|vanWI [Desulfitobacterium hafniense Y51] ,MEG_7545|Drugs|Glycopeptides|VanI-type_accessory_protein|VANWI,
CARD,CARD|gb|NC_007907.1|-|4204949-4206077|ARO:3003727|vanKI [Desulfitobacterium hafniense] ,MEG_7546|Drugs|Glycopeptides|VanI-type_accessory_protein|VANWI,
AMRFinder,446324493|WP_000402348.1|NG_048476|1|1|vanX-A|vanX-A|D-Ala-D-Ala_dipeptidase_VanX-A NG_048476:101-709,MEG_7547|Drugs|Glycopeptides|VanA-type_resistance_protein|VANXA,
AMRFinder,1028100632|WP_063856767.1|NG_048475|1|1|vanX-A|vanX-A|D-Ala-D-Ala_dipeptidase_VanX-A NG_048475:20-628,MEG_7548|Drugs|Glycopeptides|VanA-type_resistance_protein|VANXA,
ARG-ANNOT,(Gly)VanX-Ac1:DQ246438:2221-2835:615,MEG_7549|Drugs|Glycopeptides|VanA-type_resistance_protein|VANXA,
ARG-ANNOT,(Gly)VanX-Ac2:AY618461:1756-2316:561,MEG_7550|Drugs|Glycopeptides|VanA-type_resistance_protein|VANXA,
ARG-ANNOT,(Gly)VanX-Ao1:AF060799:2604-3212:609,MEG_7551|Drugs|Glycopeptides|VanA-type_resistance_protein|VANXA,
ARG-ANNOT,(Gly)VanX-Ao2:HQ679900:2070-2678:609,MEG_7552|Drugs|Glycopeptides|VanA-type_resistance_protein|VANXA,
ARG-ANNOT,(Gly)VanX-Pt:DQ018710:7107-7715:609,MEG_7553|Drugs|Glycopeptides|VanA-type_resistance_protein|VANXA,
ARG-ANNOT,(Gly)VanX-Pt2:AY926880:4769-5377:609,MEG_7554|Drugs|Glycopeptides|VanA-type_resistance_protein|VANXA,
ARG-ANNOT,(Gly)VanX-Sc:AL939117:55404-56012:609,MEG_7555|Drugs|Glycopeptides|VanA-type_resistance_protein|VANXA,
CARD,CARD|gb|AL939117.1|+|50871-51864|ARO:3002914|vanJ [Streptomyces coelicolor A3(2)] ,MEG_7556|Drugs|Glycopeptides|VanA-type_resistance_protein|VANXA,
NCBI,gi|66731642|gb|DQ018711.1|5166-5750,MEG_7557|Drugs|Glycopeptides|VanA-type_resistance_protein|VANXA,
AMRFinder,1028100636|WP_063856771.1|NG_048484|1|1|vanX-B|vanX-B|D-Ala-D-Ala_dipeptidase_VanX-B NG_048484:101-709,MEG_7558|Drugs|Glycopeptides|VanB-type_resistance_protein|VANXB,
AMRFinder,501574714|WP_012579102.1|NG_048486|1|1|vanX-B|vanX-B|D-Ala-D-Ala_dipeptidase_VanX-B NG_048486:101-709,MEG_7559|Drugs|Glycopeptides|VanB-type_resistance_protein|VANXB,
AMRFinder,1028100637|WP_063856772.1|NG_048485|1|1|vanX-B|vanX-B|D-Ala-D-Ala_dipeptidase_VanX-B NG_048485:101-709,MEG_7560|Drugs|Glycopeptides|VanB-type_resistance_protein|VANXB,
ARG-ANNOT,(Gly)VanX-B:AY655721:5891-6499:609,MEG_7561|Drugs|Glycopeptides|VanB-type_resistance_protein|VANXB,
NCBI,gi|695199646|ref|NG_035288.1|29869-30477,MEG_7562|Drugs|Glycopeptides|VanB-type_resistance_protein|VANXB,
ResFinder,vanXmurFvanKWI_1_NZAGAF01000127,MEG_7563|Drugs|Glycopeptides|VanB-type_resistance_protein|VANXB,
AMRFinder,655082058|WP_028530136.1|NG_048492|1|1|vanX-D|vanX-D|D-Ala-D-Ala_dipeptidase_VanX-D NG_048492:101-709,MEG_7564|Drugs|Glycopeptides|VanD-type_resistance_protein|VANXD,
AMRFinder,552941804|WP_023042861.1|NG_048487|1|1|vanX-D|vanX-D|D-Ala-D-Ala_dipeptidase_VanX-D NG_048487:101-709,MEG_7565|Drugs|Glycopeptides|VanD-type_resistance_protein|VANXD,
AMRFinder,1028100640|WP_063856775.1|NG_048490|1|1|vanX-D|vanX-D|D-Ala-D-Ala_dipeptidase_VanX-D NG_048490:101-712,MEG_7566|Drugs|Glycopeptides|VanD-type_resistance_protein|VANXD,
AMRFinder,1028100641|WP_063856776.1|NG_048493|1|1|vanX-D|vanX-D|D-Ala-D-Ala_dipeptidase_VanX-D NG_048493:101-709,MEG_7567|Drugs|Glycopeptides|VanD-type_resistance_protein|VANXD,
NCBI,gi|40021670|gb|AY489045.1|5047-5655,MEG_7568|Drugs|Glycopeptides|VanD-type_resistance_protein|VANXD,
NCBI,gi|5759260|gb|AF175293.1|AF175293|5116-5724,MEG_7569|Drugs|Glycopeptides|VanD-type_resistance_protein|VANXD,
CARD,CARD|gb|CP001336.1|+|1776504-1777113|ARO:3003725|vanXI [Desulfitobacterium hafniense DCB-2] ,MEG_7570|Drugs|Glycopeptides|VanI-type_resistance_protein|VANXI,
ResFinder,vanXmurFvanWI_1_CP001336,MEG_7571|Drugs|Glycopeptides|VanM-type_resistance_protein|VANXM,
ResFinder,vanXmurFvanKWI_2_AP008230,MEG_7572|Drugs|Glycopeptides|VanM-type_resistance_protein|VANXM,
CARD,CARD|gb|KF478993|+|2576-3185|ARO:3002954|vanXO [Rhodococcus hoagii] ,MEG_7573|Drugs|Glycopeptides|VanO-type_resistance_protein|VANXO,
AMRFinder,491370946|WP_005228842.1|NG_048511|1|1|vanXY-c2/3|vanXY-c2/3|D-Ala-D-Ala_dipeptidase/D-Ala-D-Ala_carboxypeptidase_VanXY-C NG_048511:101-673,MEG_7574|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,
AMRFinder,1028100653|WP_063856788.1|NG_048504|1|1|vanXY-C|vanXY-C|D-Ala-D-Ala_dipeptidase/D-Ala-D-Ala_carboxypeptidase_VanXY-C NG_048504:1-573,MEG_7575|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,
AMRFinder,1028100670|WP_063856805.1|NG_048509|1|1|vanXY-C|vanXY-C|D-Ala-D-Ala_dipeptidase/D-Ala-D-Ala_carboxypeptidase_VanXY-C NG_048509:101-673,MEG_7576|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,
AMRFinder,495652781|WP_008377360.1|NG_048510|1|1|vanXY-c4|vanXY-c4|D-Ala-D-Ala_dipeptidase/D-Ala-D-Ala_carboxypeptidase_VanXY-C NG_048510:101-673,MEG_7577|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,
ARG-ANNOT,(Gly)VanXYc2/3:EU151760:1078-1650:573,MEG_7578|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,
ARG-ANNOT,(Gly)VanXYc3:AY033764:1075-1647:573,MEG_7579|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,
ARG-ANNOT,(Gly)VanXYc4:EU151753:1078-1650:573,MEG_7580|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,
CARD,CARD|gb|AF162694|+|1410-2442|ARO:3000368|vanC [Enterococcus gallinarum] ,MEG_7581|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,
CARD,CARD|gb|AF162694|+|2438-3011|ARO:3002966|vanXYC [Enterococcus gallinarum] ,MEG_7582|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,
CARD,CARD|gb|AF162694|+|3007-5104|ARO:3002970|vanTC [Enterococcus gallinarum] ,MEG_7583|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,
CARD,CARD|gb|AF162694|+|5192-5888|ARO:3002922|vanRC [Enterococcus gallinarum] ,MEG_7584|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,
NCBI,gi|161779845|gb|EU151752.1|1078-1650,MEG_7585|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,
CARD,CARD|gb|FJ872411|+|39735-40794|ARO:3002907|vanE [Enterococcus faecalis] ,MEG_7586|Drugs|Glycopeptides|VanE-type_resistance_protein|VANXYE,
CARD,CARD|gb|FJ872411|+|40765-41347|ARO:3002967|vanXYE [Enterococcus faecalis] ,MEG_7587|Drugs|Glycopeptides|VanE-type_resistance_protein|VANXYE,
AMRFinder,1028100648|WP_063856783.1|NG_048502|1|1|vanXY-G2|vanXY-G2|D-Ala-D-Ala_dipeptidase/D-Ala-D-Ala_carboxypeptidase_VanXY-G2 NG_048502:101-865,MEG_7588|Drugs|Glycopeptides|VanG-type_resistance_protein|VANXYG,
CARD,CARD|gb|DQ212986|+|7030-7795|ARO:3003069|vanXYG [Enterococcus faecalis] ,MEG_7589|Drugs|Glycopeptides|VanG-type_resistance_protein|VANXYG,
CARD,CARD|gb|EU250284|+|1996-2578|ARO:3002968|vanXYL [Enterococcus faecalis] ,MEG_7590|Drugs|Glycopeptides|VanL-type_resistance_protein|VANXYL,
CARD,CARD|gb|JF802084|+|1592-2165|ARO:3002969|vanXYN [Enterococcus faecium] ,MEG_7591|Drugs|Glycopeptides|VanN-type_resistance_protein|VANXYN,
AMRFinder,1028100706|WP_063856841.1|NG_048517|1|1|vanY-A|vanY-A|D-Ala-D-Ala_carboxypeptidase_VanY-A NG_048517:1-894,MEG_7592|Drugs|Glycopeptides|VanA-type_accessory_protein|VANYA,
AMRFinder,1028100690|WP_063856825.1|NG_048515|1|1|vanY-32487235|vanY-32487235|VanY-like_protein NG_048515:101-691,MEG_7593|Drugs|Glycopeptides|VanA-type_accessory_protein|VANYA,
ARG-ANNOT,(Gly)VanY-Pt:AY926880.2|:5831-6721:891,MEG_7594|Drugs|Glycopeptides|VanA-type_accessory_protein|VANYA,
