S1_test,S3_test,S2_test
MEG_4674|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,0,0
MEG_6635|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,2.0,2.0,2.0
MEG_6397|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,2.0,2.0
MEG_6727|Drugs|betalactams|Class_A_betalactamases|TEM,2.0,8.0,2.0
MEG_2595|Drugs|betalactams|Class_C_betalactamases|DHA,6.0,16.0,4.0
MEG_907|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,4.0,4.0,0
MEG_1559|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CAT,2.0,2.0,0
MEG_2407|Drugs|betalactams|Class_A_betalactamases|CTX,2.0,2.0,0
MEG_56|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,2.0,4.0,0
MEG_3972|Drugs|betalactams|Class_C_betalactamases|MIR,0,10.0,0
MEG_4251|Drugs|betalactams|Class_A_betalactamases|OKP,6.0,0,0
MEG_6292|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,4.0,0
MEG_4687|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,2.0,2.0
MEG_1524|Drugs|betalactams|Class_A_betalactamases|CARB,0,10.0,0
MEG_3942|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|MFPA,0,2.0,0
MEG_1988|Drugs|betalactams|Class_C_betalactamases|CMY,0,4.0,0
MEG_2379|Drugs|betalactams|Class_A_betalactamases|CTX,2.0,6.0,2.0
MEG_5191|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,0,0
MEG_7724|Drugs|betalactams|Class_B_betalactamases|VIM,4.0,6.0,0
MEG_6722|Drugs|betalactams|Class_A_betalactamases|TEM,6.0,4.0,2.0
MEG_1056|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,4.0,6.0,4.0
MEG_1850|Drugs|betalactams|Class_C_betalactamases|CMY,2.0,0,0
MEG_2606|Drugs|betalactams|Class_C_betalactamases|DHA,4.0,4.0,2.0
MEG_6265|Drugs|betalactams|Class_A_betalactamases|SHV,0,2.0,0
MEG_6898|Drugs|betalactams|Class_A_betalactamases|TEM,2.0,6.0,2.0
MEG_3466|Drugs|betalactams|Class_A_betalactamases|KPC,0,2.0,0
MEG_1937|Drugs|betalactams|Class_C_betalactamases|CMY,4.0,2.0,2.0
MEG_7198|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS,0,18.0,0
MEG_4472|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,0,2.0
MEG_6834|Drugs|betalactams|Class_A_betalactamases|TEM,0,4.0,0
MEG_1663|Drugs|betalactams|Class_B_betalactamases|CFIA,0,2.0,0
MEG_1002|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,4.0,6.0,0
MEG_6850|Drugs|betalactams|Class_A_betalactamases|TEM,6.0,2.0,4.0
MEG_6366|Drugs|betalactams|Class_A_betalactamases|SHV,0,2.0,0
MEG_6809|Drugs|betalactams|Class_A_betalactamases|TEM,0,4.0,0
MEG_6251|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,8.0,0
MEG_62|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,6.0,4.0,4.0
MEG_6595|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,4.0,2.0,0
MEG_6991|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40,0,4.0,0
MEG_2402|Drugs|betalactams|Class_A_betalactamases|CTX,2.0,6.0,2.0
MEG_6933|Drugs|betalactams|Class_A_betalactamases|TEM,4.0,6.0,0
MEG_6034|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRVC,0,2.0,0
MEG_448|Drugs|betalactams|Class_C_betalactamases|ACT,6.0,2.0,2.0
MEG_915|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,2.0,2.0,0
MEG_1665|Drugs|betalactams|Class_B_betalactamases|CFIA,2.0,0,0
MEG_5054|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,0,2.0
MEG_2428|Drugs|betalactams|Class_A_betalactamases|CTX,2.0,8.0,2.0
MEG_4954|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,4.0,0
MEG_6206|Drugs|betalactams|Class_A_betalactamases|SHV,6.0,8.0,4.0
MEG_7082|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETH,4.0,0,4.0
MEG_2755|Drugs|MLS|23S_rRNA_methyltransferases|ERM,8.0,12.0,6.0
MEG_3418|Drugs|betalactams|Class_B_betalactamases|IND,0,8.0,0
MEG_7509|Drugs|Glycopeptides|VanD-type_regulator|VANSD,8.0,4.0,4.0
MEG_7584|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,2.0,0,0
MEG_4994|Drugs|betalactams|Class_D_betalactamases|OXA,0,4.0,0
MEG_6709|Drugs|betalactams|Class_A_betalactamases|TEM,2.0,8.0,0
MEG_6838|Drugs|betalactams|Class_A_betalactamases|TEM,0,2.0,0
MEG_1957|Drugs|betalactams|Class_C_betalactamases|CMY,6.0,6.0,2.0
MEG_2220|Drugs|betalactams|Class_A_betalactamases|CTX,8.0,6.0,6.0
MEG_3310|Drugs|betalactams|Class_A_betalactamases|IMI,4.0,2.0,4.0
MEG_5960|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,4.0,0
MEG_5067|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,2.0,0
MEG_1068|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,6.0,10.0,6.0
MEG_2860|Drugs|MLS|23S_rRNA_methyltransferases|ERMX,4.0,2.0,0
MEG_6726|Drugs|betalactams|Class_A_betalactamases|TEM,2.0,2.0,2.0
MEG_1840|Drugs|betalactams|Class_C_betalactamases|CMY,4.0,8.0,0
MEG_7558|Drugs|Glycopeptides|VanB-type_resistance_protein|VANXB,2.0,4.0,0
MEG_6599|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,2.0,0
MEG_6863|Drugs|betalactams|Class_A_betalactamases|TEM,4.0,2.0,0
MEG_6343|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,2.0,2.0
MEG_7441|Drugs|Glycopeptides|VanI-type_resistance_protein|VANI,2.0,0,0
MEG_2247|Drugs|betalactams|Class_A_betalactamases|CTX,8.0,4.0,4.0
MEG_301|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,4.0,4.0,2.0
MEG_7517|Drugs|Glycopeptides|VanM-type_regulator|VANSM,2.0,0,0
MEG_678|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEB,10.0,14.0,0
MEG_290|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,2.0,0
MEG_1802|Drugs|betalactams|Class_C_betalactamases|CMY,6.0,2.0,2.0
MEG_4029|Drugs|MLS|Macrolide_phosphotransferases|MPHA,10.0,2.0,4.0
MEG_6591|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,2.0,0,2.0
MEG_3931|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXS|RequiresSNPConfirmation,8.0,6.0,2.0
MEG_6066|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTC,2.0,8.0,2.0
MEG_6904|Drugs|betalactams|Class_A_betalactamases|TEM,2.0,4.0,0
MEG_323|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,2.0,4.0,2.0
MEG_4901|Drugs|betalactams|Class_D_betalactamases|OXA,0,4.0,0
MEG_64|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,4.0,2.0,4.0
MEG_7078|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETG,2.0,6.0,0
MEG_7614|Drugs|Glycopeptides|VanG-type_accessory_protein|VANYG,2.0,4.0,0
MEG_1478|Drugs|Glycopeptides|Bleomycin_resistance_protein|BRP,0,2.0,0
MEG_5030|Drugs|betalactams|Class_D_betalactamases|OXA,0,2.0,0
MEG_1855|Drugs|betalactams|Class_C_betalactamases|CMY,4.0,6.0,2.0
MEG_3214|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,14.0,12.0,6.0
MEG_6103|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,12.0,18.0,6.0
MEG_6131|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,20.0,32.0,12.0
MEG_4767|Drugs|betalactams|Class_D_betalactamases|OXA,0,4.0,0
MEG_1792|Drugs|betalactams|Class_C_betalactamases|CMY,2.0,0,0
MEG_562|Drugs|betalactams|Class_C_betalactamases|ADC,0,2.0,0
MEG_3259|Drugs|betalactams|Class_A_betalactamases|HERA,6.0,2.0,0
MEG_3479|Drugs|betalactams|Class_A_betalactamases|KPC,2.0,2.0,0
MEG_6988|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET39,2.0,2.0,0
MEG_1942|Drugs|betalactams|Class_C_betalactamases|CMY,2.0,4.0,0
MEG_2167|Drugs|betalactams|Class_A_betalactamases|CTX,2.0,4.0,2.0
MEG_5785|Drugs|Lipopeptides|Colistin-resistant_mutant|PHOQ|RequiresSNPConfirmation,4.0,10.0,2.0
MEG_6980|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TET37,2.0,6.0,2.0
MEG_4820|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,4.0,2.0
MEG_6300|Drugs|betalactams|Class_A_betalactamases|SHV,4.0,0,0
MEG_4863|Drugs|betalactams|Class_D_betalactamases|OXA,0,2.0,0
MEG_7100|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,6.0,6.0,6.0
MEG_3541|Drugs|betalactams|Class_A_betalactamases|LEN,2.0,2.0,0
MEG_2598|Drugs|betalactams|Class_C_betalactamases|DHA,2.0,2.0,0
MEG_3034|Drugs|betalactams|Class_C_betalactamases|FOX,2.0,6.0,2.0
MEG_3382|Drugs|betalactams|Class_B_betalactamases|IMP,2.0,4.0,2.0
MEG_6493|Drugs|betalactams|Class_A_betalactamases|SHV,6.0,2.0,0
MEG_5384|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,4.0,6.0,2.0
MEG_3643|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,2.0,8.0,0
MEG_5768|Drugs|betalactams|Class_A_betalactamases|PER,2.0,0,0
MEG_4780|Drugs|betalactams|Class_D_betalactamases|OXA,4.0,2.0,2.0
MEG_5363|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,14.0,10.0,8.0
MEG_7698|Drugs|betalactams|Class_B_betalactamases|VIM,2.0,2.0,0
MEG_4880|Drugs|betalactams|Class_D_betalactamases|OXA,0,4.0,0
MEG_5161|Drugs|betalactams|Class_D_betalactamases|OXA,0,2.0,0
MEG_3205|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,10.0,22.0,6.0
MEG_6602|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,2.0,4.0,0
MEG_2431|Drugs|betalactams|Class_A_betalactamases|CTX,2.0,10.0,0
MEG_4281|Drugs|betalactams|Mutant_porin_proteins|OMP36|RequiresSNPConfirmation,8.0,8.0,2.0
MEG_6427|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,6.0,2.0
MEG_3193|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,10.0,20.0,6.0
MEG_6968|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET31,2.0,4.0,0
MEG_6381|Drugs|betalactams|Class_A_betalactamases|SHV,0,2.0,0
MEG_5434|Drugs|betalactams|Class_C_betalactamases|PDC,4.0,0,2.0
MEG_4140|Drugs|betalactams|Class_B_betalactamases|NDM,2.0,2.0,2.0
MEG_800|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,2.0,0,0
MEG_2101|Drugs|betalactams|Class_B_betalactamases|CPHA,0,4.0,0
MEG_2390|Drugs|betalactams|Class_A_betalactamases|CTX,6.0,6.0,4.0
MEG_4279|Drugs|betalactams|Mutant_porin_proteins|OMP36|RequiresSNPConfirmation,4.0,14.0,4.0
MEG_6792|Drugs|betalactams|Class_A_betalactamases|TEM,10.0,10.0,4.0
MEG_7465|Drugs|Glycopeptides|VanB-type_regulator|VANRB,2.0,4.0,0
MEG_1863|Drugs|betalactams|Class_C_betalactamases|CMY,0,8.0,0
MEG_3376|Drugs|betalactams|Class_B_betalactamases|IMP,0,4.0,0
MEG_4923|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,4.0,0
MEG_3752|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTF,12.0,10.0,8.0
MEG_4790|Drugs|betalactams|Class_D_betalactamases|OXA,0,6.0,0
MEG_2148|Drugs|betalactams|Class_A_betalactamases|CTX,0,4.0,0
MEG_4927|Drugs|betalactams|Class_D_betalactamases|OXA,0,4.0,0
MEG_2793|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,2.0,0,0
MEG_2228|Drugs|betalactams|Class_A_betalactamases|CTX,12.0,2.0,6.0
MEG_3812|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,0,2.0,0
MEG_2344|Drugs|betalactams|Class_A_betalactamases|CTX,10.0,8.0,2.0
MEG_3342|Drugs|betalactams|Class_B_betalactamases|IMP,4.0,4.0,4.0
MEG_1006|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,2.0,6.0,2.0
MEG_1000|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,4.0,2.0,0
MEG_1894|Drugs|betalactams|Class_C_betalactamases|CMY,12.0,10.0,4.0
MEG_762|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,2.0,0
MEG_778|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,2.0,0
MEG_55|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,2.0,4.0,2.0
MEG_1986|Drugs|betalactams|Class_C_betalactamases|CMY,6.0,4.0,2.0
MEG_7102|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,2.0,4.0,0
MEG_4684|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,2.0,0
MEG_1935|Drugs|betalactams|Class_C_betalactamases|CMY,4.0,6.0,4.0
MEG_1620|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,0,2.0,0
MEG_1856|Drugs|betalactams|Class_C_betalactamases|CMY,4.0,2.0,0
MEG_4449|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,2.0,2.0
MEG_5101|Drugs|betalactams|Class_D_betalactamases|OXA,6.0,8.0,4.0
MEG_1627|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,6.0,10.0,6.0
MEG_6698|Drugs|betalactams|Class_A_betalactamases|TEM,2.0,4.0,2.0
MEG_5375|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0,10.0,0
MEG_1255|Drugs|betalactams|Class_B_betalactamases|BLAB,2.0,6.0,2.0
MEG_7052|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,2.0,2.0,0
MEG_63|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0,2.0,0
MEG_3085|Drugs|betalactams|Class_A_betalactamases|GES,2.0,2.0,0
MEG_1654|Drugs|betalactams|Class_C_betalactamases|CEPS,4.0,10.0,0
MEG_7608|Drugs|Glycopeptides|VanF-type_accessory_protein|VANYF,0,6.0,0
MEG_4920|Drugs|betalactams|Class_D_betalactamases|OXA,0,4.0,0
MEG_2941|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,4.0,16.0,4.0
MEG_3561|Drugs|betalactams|Class_A_betalactamases|LEN,6.0,6.0,4.0
MEG_1043|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0,2.0,0
MEG_7617|Drugs|Glycopeptides|VanA-type_accessory_protein|VANZA,0,8.0,0
MEG_1698|Drugs|betalactams|Class_A_betalactamases|CFX,2.0,6.0,2.0
MEG_5374|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,10.0,10.0,8.0
MEG_5245|Drugs|betalactams|Class_D_betalactamases|OXA,0,2.0,0
MEG_7757|Drugs|betalactams|Class_B_betalactamases|VIM,4.0,8.0,4.0
MEG_2954|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,2.0,2.0,0
MEG_5882|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,2.0,0
MEG_7721|Drugs|betalactams|Class_B_betalactamases|VIM,2.0,4.0,2.0
MEG_1922|Drugs|betalactams|Class_C_betalactamases|CMY,8.0,6.0,6.0
MEG_5256|Drugs|betalactams|Class_D_betalactamases|OXA,0,4.0,0
MEG_429|Drugs|betalactams|Class_C_betalactamases|ACT,2.0,8.0,2.0
MEG_1132|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,0,2.0,0
MEG_3421|Drugs|betalactams|Class_B_betalactamases|IND,2.0,2.0,2.0
MEG_3200|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,6.0,20.0,0
MEG_359|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,2.0,0
MEG_4891|Drugs|betalactams|Class_D_betalactamases|OXA,0,2.0,0
MEG_6433|Drugs|betalactams|Class_A_betalactamases|SHV,0,4.0,0
MEG_2249|Drugs|betalactams|Class_A_betalactamases|CTX,4.0,2.0,2.0
MEG_2360|Drugs|betalactams|Class_A_betalactamases|CTX,6.0,2.0,0
MEG_4383|Drugs|Tetracyclines|Tetracycline_resistance_ABC_efflux_pumps|OTRC,0,2.0,0
MEG_7182|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,2.0,6.0,0
MEG_1074|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,2.0,2.0,0
MEG_3601|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA,0,2.0,0
MEG_2625|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,2.0,0,2.0
MEG_3969|Drugs|betalactams|Class_C_betalactamases|MIR,8.0,2.0,8.0
MEG_4688|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,4.0,0
MEG_2813|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,0,2.0,0
MEG_5207|Drugs|betalactams|Class_D_betalactamases|OXA,0,4.0,0
MEG_6431|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,4.0,2.0
MEG_2163|Drugs|betalactams|Class_A_betalactamases|CTX,0,6.0,0
MEG_898|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,2.0,0
MEG_7625|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATD,2.0,4.0,2.0
MEG_2337|Drugs|betalactams|Class_A_betalactamases|CTX,0,4.0,0
MEG_2204|Drugs|betalactams|Class_A_betalactamases|CTX,0,2.0,0
MEG_7751|Drugs|betalactams|Class_B_betalactamases|VIM,0,2.0,0
MEG_3811|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,0,4.0,0
MEG_1955|Drugs|betalactams|Class_C_betalactamases|CMY,8.0,12.0,2.0
MEG_7511|Drugs|Glycopeptides|VanE-type_regulator|VANSE,2.0,6.0,2.0
MEG_1571|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,2.0,2.0,2.0
MEG_4486|Drugs|betalactams|Class_D_betalactamases|OXA,0,6.0,0
MEG_1040|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0,2.0,0
MEG_5213|Drugs|betalactams|Class_D_betalactamases|OXA,4.0,4.0,2.0
MEG_5250|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,8.0,2.0
MEG_393|Drugs|betalactams|Class_C_betalactamases|ACC,0,6.0,0
MEG_6484|Drugs|betalactams|Class_A_betalactamases|SHV,6.0,10.0,6.0
MEG_4026|Drugs|MLS|Macrolide_phosphotransferases|MPH,10.0,20.0,6.0
MEG_1671|Drugs|betalactams|Class_B_betalactamases|CFIA,2.0,6.0,2.0
MEG_1055|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,6.0,2.0,2.0
MEG_6360|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,4.0,2.0
MEG_1928|Drugs|betalactams|Class_C_betalactamases|CMY,8.0,10.0,4.0
MEG_5211|Drugs|betalactams|Class_D_betalactamases|OXA,0,6.0,0
MEG_7017|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,0,8.0,0
MEG_5352|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,8.0,10.0,6.0
MEG_6078|Drugs|betalactams|Class_A_betalactamases|ROB,0,2.0,0
MEG_4243|Drugs|betalactams|Class_A_betalactamases|OKP,6.0,6.0,4.0
MEG_5770|Drugs|betalactams|Class_A_betalactamases|PER,4.0,4.0,2.0
MEG_6479|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,4.0,2.0
MEG_1917|Drugs|betalactams|Class_C_betalactamases|CMY,2.0,4.0,2.0
MEG_7079|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETG,8.0,0,0
MEG_2391|Drugs|betalactams|Class_A_betalactamases|CTX,0,2.0,0
MEG_5210|Drugs|betalactams|Class_D_betalactamases|OXA,4.0,0,0
MEG_3633|Drugs|betalactams|Class_B_betalactamases|LRA,4.0,6.0,2.0
MEG_2195|Drugs|betalactams|Class_A_betalactamases|CTX,2.0,0,0
MEG_5886|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,2.0,0
MEG_2388|Drugs|betalactams|Class_A_betalactamases|CTX,4.0,6.0,2.0
MEG_5045|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,2.0,0
MEG_5074|Drugs|betalactams|Class_D_betalactamases|OXA,0,4.0,0
MEG_2845|Drugs|MLS|23S_rRNA_methyltransferases|ERMS,2.0,2.0,2.0
MEG_468|Drugs|betalactams|Class_C_betalactamases|ACT,2.0,4.0,2.0
MEG_3959|Drugs|betalactams|Class_C_betalactamases|MIR,2.0,4.0,2.0
MEG_3221|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,6.0,6.0,6.0
MEG_2640|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,2.0,0,0
MEG_480|Drugs|betalactams|Class_C_betalactamases|ACT,6.0,2.0,2.0
MEG_2987|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,2.0,2.0,2.0
MEG_2759|Drugs|MLS|23S_rRNA_methyltransferases|ERM,4.0,8.0,4.0
MEG_6847|Drugs|betalactams|Class_A_betalactamases|TEM,4.0,4.0,2.0
MEG_2243|Drugs|betalactams|Class_A_betalactamases|CTX,4.0,4.0,2.0
MEG_5603|Drugs|betalactams|Class_C_betalactamases|PDC,0,2.0,0
MEG_6318|Drugs|betalactams|Class_A_betalactamases|SHV,0,6.0,0
MEG_5939|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,6.0,4.0,4.0
MEG_7310|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,10.0,12.0,2.0
MEG_6762|Drugs|betalactams|Class_A_betalactamases|TEM,4.0,6.0,2.0
MEG_6293|Drugs|betalactams|Class_A_betalactamases|SHV,4.0,2.0,4.0
MEG_2753|Drugs|MLS|Macrolide_esterases|EREB,2.0,4.0,2.0
MEG_2939|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,4.0,2.0,0
MEG_1813|Drugs|betalactams|Class_C_betalactamases|CMY,2.0,2.0,2.0
MEG_2617|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,6.0,0
MEG_2211|Drugs|betalactams|Class_A_betalactamases|CTX,0,4.0,0
MEG_2835|Drugs|MLS|23S_rRNA_methyltransferases|ERMG,0,2.0,0
MEG_5311|Drugs|betalactams|Class_A_betalactamases|OXY,2.0,8.0,0
MEG_1931|Drugs|betalactams|Class_C_betalactamases|CMY,2.0,8.0,0
MEG_7765|Drugs|betalactams|Class_B_betalactamases|VIM,4.0,0,2.0
MEG_1035|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0,2.0,0
MEG_6151|Drugs|betalactams|Class_A_betalactamases|RTG,6.0,0,2.0
MEG_4935|Drugs|betalactams|Class_D_betalactamases|OXA,8.0,0,8.0
MEG_1314|Drugs|betalactams|Class_A_betalactamases|BLASME,2.0,0,2.0
MEG_1593|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,2.0,4.0,2.0
MEG_5972|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,2.0,6.0,0
MEG_3258|Drugs|betalactams|Class_A_betalactamases|HERA,4.0,4.0,0
MEG_1237|Drugs|betalactams|Class_A_betalactamases|BLA1,10.0,8.0,0
MEG_887|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,2.0,0
MEG_2153|Drugs|betalactams|Class_A_betalactamases|CTX,0,2.0,0
MEG_3970|Drugs|betalactams|Class_C_betalactamases|MIR,0,2.0,0
MEG_1916|Drugs|betalactams|Class_C_betalactamases|CMY,8.0,4.0,4.0
MEG_1895|Drugs|betalactams|Class_C_betalactamases|CMY,2.0,8.0,0
MEG_4951|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,0,0
MEG_5369|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,6.0,10.0,4.0
MEG_6965|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET30,4.0,8.0,2.0
MEG_986|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,0,4.0,0
MEG_1257|Drugs|betalactams|Class_B_betalactamases|BLAB,4.0,4.0,2.0
MEG_677|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEA,4.0,6.0,4.0
MEG_6886|Drugs|betalactams|Class_A_betalactamases|TEM,0,12.0,0
MEG_6352|Drugs|betalactams|Class_A_betalactamases|SHV,4.0,6.0,2.0
